ID,TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,platforms,languages,revenues,province,region,,,,,,,,,,,,
49,Aborda.pt,true,https://aborda.pt/,https://www.facebook.com/abordajornal,https://twitter.com/aborda_pt,,https://www.instagram.com/aborda.pt/,,,https://pt.linkedin.com/company/aborda-pt?trk=public_profile_experience-item_profile-section-card_subtitle-click,2020,2020,,,,PT,,,,national,true,,,false,false,false,Otros,Feminista/Questões de gênero,,false,PT_22,,,,,2022-09-06T09:22:48.972Z,2023-01-27T11:12:17.082Z,2022-09-06T09:22:58.469Z,web,portuguese,,PT Unknown,,,,,,,,,,,,,
50,Abre las Orejas,false,http://www.abrelasorejas.com/,,https://twitter.com/AbrelasOrejas,,,,,,,,,,,ES,,,,national,true,,,,,,,,unknown,false,ES_50,,,,,2022-09-06T09:22:49.199Z,2023-01-27T11:12:13.363Z,2022-09-06T09:22:58.469Z,web,spanish,,ES Unknown,,,,,,,,,,,,,
51,Absolute Motors,true,https://http://www.absolute-motors.com/,https://www.facebook.com/absolutemotor,https://twitter.com/Absolute_Motors,,https://www.instagram.com/absolutemotors/,,,,2013,2013,,,,PT,,2790-026,Oeiras,national,true,António Manuel Gomes de Sousa Pereira,"Praceta António Nobre, 6 - 5º Esq.",false,false,false,Motor,Automoveis,private,false,PT_23,38.6968607,-9.3146014,,,2022-09-06T08:54:07.105Z,2023-01-27T11:11:39.646Z,2022-09-06T09:22:58.469Z,web,portuguese,advertising,Lisboa,Lisboa,,,,,,,,,,,,
52,A Cabine - Cultura Eletrónica Portuguesa,true,https://acabine.pt,https://www.facebook.com/acabine.pt,https://twitter.com/acabinept,,https://www.instagram.com/acabine.pt/,,,,2018,2018,2018-05-17,,,PT,"Rua Fábrica de Sá, 122",4445-249,Valongo,national,true,,,true,true,false,Cultura (literatura, cine, música, arte),,private,false,PT_7,41.2105985,-8.5450304,,,2022-09-06T08:54:32.340Z,2023-01-27T11:12:21.063Z,2022-09-06T09:22:58.469Z,web,portuguese,,Porto,Porto,,,,,,,,,
53,Academia de Futebol,true,http://www.academiadefutebol.pt,https://www.facebook.com/academia.futebol,,,,,,,,2012,,,,PT,"Beco das Sardinheiras, 3",3780-544,Anadia,national,true,Nuno Miguel Henriques Simões,,false,false,false,Deportes,Futebol,private,false,PT_24,40.4160517,-8.4659287,,,2022-09-06T08:54:35.265Z,2023-01-27T11:10:50.521Z,2022-09-06T09:22:58.469Z,web,portuguese,advertising,Aveiro,Aveiro,,,,,,,,,,,,
54,Ação Missionária,true,https://espiritanos.pt/am/,,,,,,,,2014,2014,,,,PT,"R. de Santo Amaro, 51",1200-801,Lisboa,national,false,Província Portuguesa da Congregação do Espírito Santo,,false,false,false,Religión y espiritualidad,Questões missionárias,private,false,PT_25,38.7144995,-9.1561344,,,2022-09-06T08:54:14.270Z,2023-01-27T11:11:39.669Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,suscription_membership_payment,Lisboa,Lisboa,,,,,,,,,,,,
55,Acção Cristã - A Voz dos Mártires,true,https://http://www.vozdosmartires.com/,https://www.facebook.com/vozdosmartiresportugal,,,https://www.instagram.com/vozdosmartiresportugal/,,,,,2016,,,,PT,"Av. do Sol Poente, 68 (Apartado 110",4820-122 Fafe,Fafe,national,false,Sebastião Mendes Rezende,,false,false,false,Religión y espiritualidad,Questões missionárias,private,false,PT_26,41.4345335,-8.1874914,,,2022-09-06T08:54:42.178Z,2023-01-27T11:10:53.968Z,2022-09-06T09:22:58.469Z,"web, print",portuguese,"suscription_membership_payment, donations",Braga,Braga,,,,,,,,,,,,
56,Accitania,true,http://accitania.es/,https://www.facebook.com/DiarioAccitania,,https://www.youtube.com/channel/UC9z5jJ4D4gubRnNdSeVv_QA/featured,,,,,,2016,,,,ES,Crta. de Almería nº... Guadix 18500 (Granada),18500,Guadix,local,true,,Asociación El Eco de Accitania,true,true,true,General,,private,false,ES_51,37.3214729,-3.0776568,,,2022-09-06T09:17:00.988Z,2023-01-27T11:10:40.508Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Granada,Andalucía,,,,,,,,,,,,
57,Acel Obert,true,http://www.acelobert.com/,https://www.facebook.com/RevistaAcelobert,https://twitter.com/Acelobert,https://www.youtube.com/channel/UCQUqe7zDRMyUsfmbn9sfhSg,,,,,,2007,,,,ES,"Industria, 137-141, entl. 1a, esc. esq. - Barcelona 08025",8025,Barcelona,local,false,,,false,false,false,Otros,"Local, comercial, agenda cultural",private,false,ES_52,41.4083076,2.1720423,,,2022-09-06T09:22:23.021Z,2023-01-27T11:11:07.978Z,2022-09-06T09:22:58.469Z,"app, print, web, radio","spanish, catalan","consultancy_events_and_other, advertising",Barcelona,Cataluña,,,,,,,,,,,,
58,Aceprensa,true,http://www.aceprensa.com/,https://www.facebook.com/aceprensa,https://twitter.com/Aceprensa,https://www.youtube.com/user/Aceprensatube/,https://www.instagram.com/aceprensa/,,,,,1997,,,,ES,"Núñez de Balboa 125, 28006 Madrid",28006,Madrid,national,false,,Fundación Casatejada,true,true,false,Otros,Sociedad,private,false,ES_53,40.4373826,-3.6819034,,,2022-09-06T09:16:44.838Z,2023-01-27T11:11:50.633Z,2022-09-06T09:22:58.469Z,"app, print, web",spanish,"donations, suscription_membership_payment",Madrid,Madrid, Comunidad de,,,,,,,,,,,
59,ACMinho,true,https://www.acm.pt/,https://www.facebook.com/CiclismoMinho,https://twitter.com/acminho,,,,,,2001,2001,,,,PT,"Rua das Violetas, 600, Urbanização da Autoguia, Bloco A, 2ª Fase",4810-059,Guimarães,local,true,,ACM - Associação de Ciclismo do Minho,false,false,false,Deportes,Ciclismo,private,false,PT_27,41.445769,-8.3063311,,,2022-09-06T08:54:40.656Z,2023-02-17T17:26:57.532Z,2022-09-06T09:22:58.469Z,web,portuguese,,Braga,Braga,,,,,,,,,,,,
60,Açores 9,true,https://jornalacores9.pt/,https://www.facebook.com/acores9,https://twitter.com/Jornalacores9,https://www.youtube.com/user/jornalacores/videos,,,,,2013,2013,,,,PT,"Rua Sá da Bandeira, 18 - 1º Dtº",9500-775,Ponta Delgada,local,true,Paulo Ricardo Ferreira de Melo,,false,false,true,General,,private,false,PT_28,37.7635882,-25.6415591,,,2022-09-06T08:54:01.254Z,2023-01-27T11:12:23.576Z,2022-09-06T09:22:58.469Z,"radio, web",portuguese,advertising,R. A. Açores,R. A. Açores,,,,,,,,,,,,
61,Açoriano Oriental,true,https://www.acorianooriental.pt/,https://www.acorianooriental.pt/,,,,,,,1835,2000,,,,PT,"R. Dr. Bruno Tavares Carreiro, 34",9500-055,Ponta Delgada,local,false,"Açormédia - Comunicação Multimédia e Edição de Publicações, S.A.",,false,false,true,General,,private,false,PT_29,37.741102,-25.6694932,,,2022-09-06T08:54:00.907Z,2023-02-17T15:49:33.916Z,2022-09-06T09:22:58.469Z,"web, print",portuguese,"advertising, suscription_membership_payment",R. A. Açores,R. A. Açores,,,,,,,,,,,,
62,ACP,true,https://http://www.acp.pt/o-clube/revista-acp,https://www.facebook.com/acp.pt,,https://www.youtube.com/c/ACPAutomovelClubdePortugal,https://www.instagram.com/acp.automovel.club.de.portugal/,,,,1973,2017,,,,PT,"R. Rosa Araújo, 24",1250-195,Lisboa,national,false,Automóvel Clube de Portugal,,false,false,false,Motor,Automóveis,private,false,PT_30,38.7212185,-9.1507272,,,2022-09-06T08:54:15.389Z,2023-01-27T11:11:39.694Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"advertising, suscription_membership_payment",Lisboa,Lisboa,,,,,,,,,,,,
63,Acta Sanitaria,true,https://www.actasanitaria.com/,https://www.facebook.com/actasanitaria,https://twitter.com/ActaSanitaria,,,,,,,2005,,,,ES,"Paseo de la Florida, 19, 2ºD 28008 Madrid",28008,Madrid,national,true,,"BARBIZON, S.L. ",false,false,false,Salud,,private,false,ES_54,40.4217104,-3.7222289,,,2022-09-06T09:16:26.886Z,2023-01-27T11:11:50.655Z,2022-09-06T09:22:58.469Z,web,spanish,"branded_content, advertising",Madrid,Madrid, Comunidad de,,,,,,,,,,,
64,Activa,true,https://activa.sapo.pt,https://www.facebook.com/activapt,https://twitter.com/ACTIVApt,,https://www.instagram.com/activarevista/,,,,1990,2009,,,,PT,"R. da Fonte da Caspolima, 8, 8A e 8B, Edif. Fernão Magalhães",2770-190,Oeiras,national,false,"Trust In News, Unipessoal, Lda.",,false,false,false,Moda y tendencias,Moda,private,false,PT_31,38.71098643,-9.297110749,,,2022-09-06T08:54:07.608Z,2023-01-27T11:11:39.716Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"suscription_membership_payment, advertising",Lisboa,Lisboa,,,,,,,,,,,,
65,Actualidad€ Economia Ibérica,true,https:///www.portugalespanha.org/index.php/publicacoes/revista-actualidade,http://www.facebook.com/pages/C%C3%A2mara-de-Com%C3%A9rcio-e-Ind%C3%BAstria-Luso-Espanhola/563807410302623,http://twitter.com/CCLusoEspanhola,,,,,http://www.linkedin.com/company/c-mara-de-com-rcio-e-ind-stria-luso-espanhola,1994,,,,,PT,"Av. Marquês de Tomar, 2 - 7.º Piso",1050-155,Lisboa,national,false,Câmara de Comércio e Indústria Luso-Espanhola (CCILE),Câmara de Comércio e Indústria Luso-Espanhola (CCILE),false,false,false,Economía y empresa,"Comércio, relações ibéricas",private,false,PT_32,38.736121,-9.1490988,,,2022-09-06T08:54:15.809Z,2023-02-17T17:28:31.741Z,2022-09-06T09:22:58.469Z,"web, print","spanish, portuguese",suscription_membership_payment,Lisboa,Lisboa,,,,,,,,,,,,
66,Actualidad 21,true,http://www.actualidad21.net/,https://www.facebook.com/Actualidad21,https://twitter.com/Actualidad21,https://www.youtube.com/channel/UC054LaNB0sF6ECGJ-YZ1T2A,,,,,,2014,,,,ES,"Calle de Galileo, 6 - c, Fuenlabrada, Madrid",28946,Madrid,local,false,,Actualidad 21,false,false,true,General,,private,false,ES_55,40.2838252,-3.7827246,,,2022-09-06T09:16:24.093Z,2023-01-27T11:11:50.676Z,2022-09-06T09:22:58.469Z,"web, print",spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
67,Actualidad Comarcal,true,http://actualidadcomarcal.com/,https://www.facebook.com/actualidadcomarcal,https://twitter.com/ACOMARCALMB,,,,,,,2014,,,,ES,"Benidorm, Alicante",3501,Marina Baixa,local,true,,,false,false,true,General,,private,false,ES_56,38.5411928,-0.1233831,,,2022-09-06T09:21:56.853Z,2023-01-27T11:11:24.699Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
68,Actualidad de las Empresas Aragonesas,true,https://www.aea.plus/,https://www.facebook.com/empresas.aragonesas/,https://twitter.com/revista_aragon,,,,,,,2014,2014-06-01,,,ES,"C/ Cinco de marzo, 4, 4º B, 50004, Zaragoza",50004,Zaragoza,local,false,,Vital Plus Consultores S.L.,false,false,false,Economía y empresa,,private,false,ES_57,41.6516396,-0.8823361,,,2022-09-06T09:21:46.486Z,2023-01-27T11:10:47.693Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Zaragoza,Aragón,,,,,,,,,,,,
69,Actualidad Económica,true,http://www.expansion.com/actualidadeconomica.html,https://www.facebook.com/ActualidadEconomica,https://twitter.com/laeconomica,,,,,,,,,,,ES,"Madrid 28033. Avenida de San Luis, 25-27. 1ª planta.",28033,Madrid,national,false,Unidad Editorial,Unidad Editorial Información Económica SL,true,true,true,General,,private,false,ES_58,40.4710744,-3.6567197,,,2022-09-06T09:16:50.194Z,2023-01-27T11:11:50.703Z,2022-09-06T09:22:58.469Z,"print, web, app",spanish,"public_or_private_subsidies, advertising, branded_content, suscription_membership_payment",Madrid,Madrid, Comunidad de,,,,,,,,,,,
70,Actualidad Fallera,true,http://www.actualidadfallera.es,http://www.facebook.com/actualidadfallera,https://www.twitter.com/act_fallera,https://www.youtube.com/playlist?list=PL9618E8122EB4137C,https://www.instagram.com/actualidadfallera/,,,,,2007,,,,ES,"Av. de Burjassot, 91, 46009 Valencia",46009,Valencia,local,false,,"Grupo editorial de prensa festiva M P G, s.l.",false,false,false,Otros,dedicado a las fallas,private,false,ES_59,39.4880966,-0.3892198,,,2022-09-06T09:21:52.906Z,2023-01-27T11:11:27.384Z,2022-09-06T09:22:58.469Z,"web, print",spanish,"suscription_membership_payment, advertising",Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
71,Actualidad Gastronómica,true,http://actualidadgastronomica.es/,https://www.facebook.com/Actualidadgastronomica,https://twitter.com/ActGastronomica,,https://www.instagram.com/actgastronomica/,,,,,2012,,,,ES,"CALLE ALBASANZ, 114 - BIS BJ POSTERIOR, 28037, Madrid",28037,Madrid,national,true,,,false,false,false,Gastronomía,,private,false,ES_60,40.4392682,-3.6198393,,,2022-09-06T09:16:54.115Z,2023-01-27T11:11:50.725Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
72,Actualidad Valdepeñas,false,http://www.actualidadvaldepenas.com/,https://www.facebook.com/ActualidadVal,https://twitter.com/Actualidadval,https://www.youtube.com/channel/UCsj0R7cUixhC7zZxvJzHVVg,,,,,,2012,,2020,2020-06-24,ES,"Valdepeñas, provincia de Ciudad Real",13300,Valdepeñas,local,true,,,,,,,,private,false,ES_61,38.7605618,-3.3876655,,,2022-09-06T09:16:59.271Z,2023-01-27T11:11:01.464Z,2022-09-06T09:22:58.469Z,web,spanish,,Ciudad Real,Castilla - La Mancha,,,,,,,,,,,,
73,Actualitat Penal,true,http://actualitatpenal.cat/,https://www.facebook.com/actualitatpenal/,https://twitter.com/actualitatpenal,,,,,,,2016,,,,ES,Tarragona - 43002,43002,Tarragona,national,true,,Ixonemedia S.L.,false,false,true,General,,private,false,ES_62,41.1195195,1.2518029,,,2022-09-06T09:22:05.502Z,2023-01-27T11:11:21.662Z,2022-09-06T09:22:58.469Z,web,"catalan, spanish",advertising,Tarragona,Cataluña,,,,,,,,,,,,
74,Actualitat Valenciana,true,http://actualitatvalenciana.com/,https://www.facebook.com/ActualitatValenciana/,https://twitter.com/ActValenciana,https://actualitatvalenciana.com/#,https://actualitatvalenciana.com/#,https://t.me/actualitatval,,,,2016,,,,ES,Centro de Negocios Puerta del Sol - Carrer Ruiz Zorrilla 2 - 12001 Castelló de la Plana,12001,Castellón,local,true,,"GRUPO CALAFORRA MEDIA, SL",false,false,true,General,,private,false,ES_63,39.9848572,-0.0394898,,,2022-09-06T09:21:57.656Z,2023-01-27T11:11:26.573Z,2022-09-06T09:22:58.469Z,web,valencian,"advertising, public_or_private_subsidies",Castellón/Castelló,Comunitat Valenciana,,,,,,,,,,,,
75,Actuall,true,https://www.actuall.com/,https://www.facebook.com/actuallcom,https://twitter.com/actuallcom,,,,,,,2015,,,,ES,"Paseo de la Habana 200, Bajo izq., 28036 Madrid",28036,Madrid,national,true,,Asociación HazteOir.org,false,false,true,General,,private,false,ES_64,40.4627885,-3.6797154,,,2022-09-06T09:16:45.210Z,2023-01-27T11:11:50.744Z,2022-09-06T09:22:58.469Z,web,spanish,donations,Madrid,Madrid, Comunidad de,,,,,,,,,,,
76,Acueducto2,true,http://www.acueducto2.com/,https://www.facebook.com/acueducto2,https://twitter.com/LBesa,https://www.youtube.com/user/Metaversos,https://www.instagram.com/acueducto2/,,,,,2013,,,,ES,"Crta. de Palazuelos 31, Tabanera del Monte, Segovia",40194,Tabanera del Monte,local,true,,Hecho Noticiable SL,false,false,true,General,,private,false,ES_65,40.9356976,-4.0640032,,,2022-09-06T09:11:20.285Z,2023-01-27T11:11:06.549Z,2022-09-06T09:22:58.469Z,web,spanish,"ecommerce, advertising",Segovia,Castilla y León,,,,,,,,,,,,
77,Acuerdo,false,http://acuerdo.us/,https://www.facebook.com/acuerdo.us,https://twitter.com/Acuerdo_us,,,,,,,2013,2013-12-01,,,ES,,,Madrid,national,true,,,,,,,,private,false,ES_66,40.4167754,-3.7037902,,,2022-09-06T09:16:29.721Z,2023-01-27T11:11:50.766Z,2022-09-06T09:22:58.469Z,web,"spanish, english",,Madrid,Madrid, Comunidad de,,,,,,,,,,,
78,AD España,true,https://www.revistaad.es/,https://www.facebook.com/revistaad,https://twitter.com/AD_Spain,https://www.youtube.com/channel/UCy7zUReq5Qvt3huagM-1I_Q,https://www.instagram.com/ad_spain/,,,,,2006,,,,ES,"Pº de la Castellana, 9-11 3ª planta, 28010, Madrid",28010,Madrid,national,false,Condé Nast,CondéNet Ibérica SL,false,false,false,Otros,Decoración,private,false,ES_67,40.4274878,-3.6906351,,,2022-09-06T09:16:41.662Z,2023-01-27T11:11:50.787Z,2022-09-06T09:22:58.469Z,"web, app, print",spanish,"suscription_membership_payment, advertising",Madrid,Madrid, Comunidad de,,,,,,,,,,,
79,Adiante Digital,true,https://adiante.gal/,https://www.facebook.com/adiante.gal,https://twitter.com/adiante_gal,,https://www.instagram.com/adiante.gal/,,,,,2018,2018-04-30,,,ES," Rúa Fuente Álamo, 7-2º, 15010 A Coruña",15010,A Coruña,local,true,,"Adiante, Sociedade Cooperativa Galega ",false,false,false,Otros,reportajes de agenda propia (se definen de periodismo lento),private,false,ES_68,43.3604089,-8.4186664,,,2022-09-06T08:54:37.788Z,2023-01-27T11:11:33.096Z,2022-09-06T09:22:58.469Z,web,galician,,A Coruña,Galicia,,,,,,,,,,,,
80,Adiante Galicia,true,http://www.adiantegalicia.es/,https://www.facebook.com/adiantegalicia,https://twitter.com/AdianteGalicia,https://www.youtube.com/channel/UCtPFuY6gHPTWFPew9QTUzqA,https://www.instagram.com/adiantegalicia/,,,,,2014,,,,ES,"Rúa Lugo 51-2B Edificio Avenida, 15840 Santa Comba",15840,"Costa da Morte (Cabana, Camariñas, Carballo, Carnota, Cee, Corcubión, Coristanco, Dumbría, Fisterra, Laxe, Malpica, Mazaricos, Muros, Muxía, Ponteceso, Santa Comba, Vimianzo, Zas)",local,true,,Xosé Manuel Lema Mouzo,true,false,true,General,,private,false,ES_69,43.0327679,-8.8142756,,,2022-09-06T08:54:25.006Z,2023-01-27T11:11:33.115Z,2022-09-06T09:22:58.469Z,"radio, tv, web","galician, spanish","suscription_membership_payment, advertising",A Coruña,Galicia,,,,,,,,,,,,
81,ADN.es,false,http://adn.es/,,,,,,,,,2007,2007-07-01,2009,2009-01-09,ES,,,Madrid,national,true,,Grupo Planeta,,,true,General,,private,false,ES_70,40.4167754,-3.7037902,,,2022-09-06T09:16:29.757Z,2023-01-27T11:11:50.807Z,2022-09-06T09:22:58.469Z,web,spanish,,Madrid,Madrid, Comunidad de,,,,,,,,,,,
82,Adolescents.cat,true,http://www.adolescents.cat/,https://www.facebook.com/adolescents.cat,https://twitter.com/adolescents_cat,https://www.youtube.com/user/adoelscentstv,https://www.instagram.com/adolescents_cat,,,,,2010,2010-07-01,,,ES,"De la Llotja 9, Vic 08500 (Barcelona)",8500,Barcelona,local,true,,FEM Produccions ,true,false,false,Otros,"Contenido dirigido a adolescentes: estudios, salud, curiosidades, relaciones, cine, series, música, contenido clickbait",private,false,ES_71,41.925725,2.2465017,,,2022-09-06T09:22:29.744Z,2023-01-27T11:11:07.998Z,2022-09-06T09:22:58.469Z,web,catalan,"advertising, public_or_private_subsidies",Barcelona,Cataluña,,,,,,,,,,,,
83,ADSLZone,true,https://www.adslzone.net/,https://www.facebook.com/adslzone,https://twitter.com/adslzone,https://www.youtube.com/channel/UC5fWBJ_rTIIyuHPGIuwJ0Mg,https://www.instagram.com/adslzone/,https://t.me/s/ADSLzoneNet,https://www.tiktok.com/@adslzone,https://www.linkedin.com/company/grupo-adslzone/,,2004,2004-10-05,,,ES,"Avda. del Talgo nº 228, 28023 Madrid",28023,Madrid,national,true,Adslzone,ADSLZONE S.L.,false,false,false,Ciencia y tecnología,tecnología informática y móvil (publicidad también),private,false,ES_72,40.4473436,-3.7840422,,,2022-09-06T09:16:23.698Z,2023-02-16T12:06:25.013Z,2022-09-06T09:22:58.469Z,web,spanish,"branded_content, advertising",Madrid,Madrid, Comunidad de,,,,,,,,,,,
84,Advocatus,true,https://eco.sapo.pt/advocatus/,https://www.facebook.com/advocatuspt,https://twitter.com/ADVOCATUS_PT,,,,,,2010,2019,,,,PT,"Avenida D. Carlos I, 44 2º",1200-649,Lisboa,national,false,"Swipe News, SA.",,false,false,false,Otros,Advocacia,private,false,PT_33,38.7080696,-9.1528509,,,2022-09-06T08:54:14.581Z,2023-01-27T11:11:39.763Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"suscription_membership_payment, advertising",Lisboa,Lisboa,,,,,,,,,,,,
85,AeroBCN.com,true,http://www.aerobcn.com/,https://www.facebook.com/Aerobcn,https://twitter.com/Aero_BCN,https://www.youtube.com/AeroTendencias,,,,,,2014,2014-09-01,,,ES,Barcelona,,Barcelona,local,true,,,false,false,false,Otros,Aeronáutica,private,false,ES_74,41.3873974,2.168568,,,2022-09-06T09:22:21.876Z,2023-01-27T11:11:08.018Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Barcelona,Cataluña,,,,,,,,,,,,
86,Aero Tendencias,true,http://www.aerotendencias.com/,https://www.facebook.com/AeroTendencias,https://twitter.com/aerotendencias,http://www.youtube.com/aerotendencias,https://www.instagram.com/aerotendencias/,https://t.me/aerotendencias,,,,2009,2009-10-30,,,ES,,,,national,true,,,false,false,false,Otros,Aeronáutica,private,false,ES_73,,,,,2022-09-06T09:22:40.035Z,2023-01-27T11:12:13.383Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,ES Unknown,,,,,,,,,,,,,
87,A Estrada na Rede,false,http://aestradanarede.es/,https://www.facebook.com/A-Estrada-Na-Rede-1740417409611340,,,,,,,,,,,,ES,Riobo n 5 as cancelas - 36680 Pontevedra,36680,A Estrada,local,true,,,,,,,,unknown,false,ES_36,42.4298956,-8.6446251,,,2022-09-06T08:54:28.709Z,2023-01-27T11:11:36.329Z,2022-09-06T09:22:58.469Z,web,galician,,Pontevedra,Galicia,,,,,,,,,,,,
88,AFL Magazine,true,https://afl.pt/category/revista-afl-magazine/,https://www.facebook.com/associacaodefuteboldelisboa,,https://www.youtube.com/user/AFLisboa/videos,https://www.instagram.com/associacaofutebollisboa/,,,,2017,,,,,PT,"Rua Joaquim António de Aguiar, 19",1070-149,Lisboa,national,false,Associação de Futebol de Lisboa,,false,false,false,Deportes,Associação de Futebol de Lisboa,private,false,PT_34,38.7250051,-9.1520959,,,2022-09-06T08:54:15.063Z,2023-01-27T11:11:39.787Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"suscription_membership_payment, advertising",Lisboa,Lisboa,,,,,,,,,,,,
89,Afpop Update,true,https://http://www.afpop.com/pt/index,https://www.facebook.com/afpop.portugal/,,,,,,,1987,,,,,PT,"Poço Fojo, R. dos Bombeiros Voluntários, Lt. 5, Lj. A",8500-649,Portimão,national,true,AFPOP - Associação de Proprietários Estrangeiros em Portugal,,false,false,true,General,,unknown,false,PT_35,37.1416195,-8.5446123,,,2022-09-06T08:54:32.365Z,2023-01-27T11:11:32.261Z,2022-09-06T09:22:58.469Z,web,"portuguese, german",advertising,Faro,Faro,,,,,,,,,,,,
